inst#,actual,predicted,error,prediction
859,24:101,24:101,,0.127
860,24:101,24:101,,0.161
861,24:101,24:101,,0.14
862,24:101,24:101,,0.099
863,24:101,24:101,,0.153
864,24:101,24:101,,0.145
865,24:101,24:101,,0.111
866,24:101,24:101,,0.14
867,24:101,24:101,,0.146
868,24:101,24:101,,0.128
869,24:101,24:101,,0.111
870,24:101,24:101,,0.131
871,24:101,24:101,,0.13
872,24:101,24:101,,0.11
873,24:101,24:101,,0.096
874,24:101,24:101,,0.105
875,24:101,24:101,,0.11
876,24:101,24:101,,0.106
877,24:101,24:101,,0.151
878,24:101,24:101,,0.136
879,24:101,24:101,,0.13
880,24:101,24:101,,0.141
881,24:101,24:101,,0.101
882,24:101,24:101,,0.103
883,24:101,24:101,,0.142
884,24:101,24:101,,0.145
885,24:101,24:101,,0.107
886,24:101,24:101,,0.141
887,24:101,24:101,,0.142
888,24:101,24:101,,0.133
889,24:101,24:101,,0.153
890,24:101,24:101,,0.13
891,24:101,24:101,,0.089
892,24:101,24:101,,0.119
893,24:101,24:101,,0.158
894,24:101,24:101,,0.135
895,24:101,24:101,,0.155
896,24:101,24:101,,0.151
897,24:101,24:101,,0.127
898,44:121,24:101,+,0.118
899,44:121,24:101,+,0.104
900,44:121,24:101,+,0.166
901,44:121,24:101,+,0.143
902,44:121,24:101,+,0.095
903,44:121,24:101,+,0.121
904,44:121,24:101,+,0.153
905,44:121,24:101,+,0.14
906,44:121,24:101,+,0.092
907,44:121,24:101,+,0.103
908,44:121,24:101,+,0.145
909,44:121,24:101,+,0.148
910,44:121,24:101,+,0.111
911,44:121,24:101,+,0.137
912,44:121,24:101,+,0.096
913,44:121,24:101,+,0.105
914,44:121,24:101,+,0.154
915,44:121,24:101,+,0.123
916,44:121,24:101,+,0.102
917,44:121,24:101,+,0.123
918,44:121,24:101,+,0.135
919,44:121,24:101,+,0.123
920,44:121,24:101,+,0.135
921,44:121,24:101,+,0.104
922,44:121,24:101,+,0.145
923,44:121,24:101,+,0.098
924,44:121,24:101,+,0.133
925,44:121,24:101,+,0.081
926,44:121,24:101,+,0.135
927,44:121,24:101,+,0.17
928,44:121,24:101,+,0.146
929,44:121,24:101,+,0.143
930,44:121,24:101,+,0.154
931,44:121,24:101,+,0.117
932,44:121,24:101,+,0.127
933,44:121,24:101,+,0.135
934,44:121,24:101,+,0.143
935,44:121,24:101,+,0.056
936,44:121,24:101,+,0.086
937,21:98,24:101,+,0.096
938,21:98,24:101,+,0.084
939,21:98,24:101,+,0.099
940,21:98,24:101,+,0.138
941,21:98,24:101,+,0.142
942,21:98,24:101,+,0.126
943,21:98,24:101,+,0.145
944,21:98,24:101,+,0.131
945,21:98,24:101,+,0.109
946,21:98,24:101,+,0.125
947,21:98,24:101,+,0.129
948,21:98,24:101,+,0.136
949,21:98,24:101,+,0.119
950,21:98,24:101,+,0.059
951,21:98,24:101,+,0.174
952,21:98,20:97,+,0.093
953,21:98,24:101,+,0.098
954,21:98,24:101,+,0.138
955,21:98,24:101,+,0.137
956,21:98,20:97,+,0.094
957,21:98,24:101,+,0.126
958,21:98,24:101,+,0.137
959,21:98,24:101,+,0.136
960,21:98,24:101,+,0.115
961,21:98,24:101,+,0.135
962,21:98,24:101,+,0.127
963,21:98,24:101,+,0.083
964,21:98,24:101,+,0.12
965,21:98,24:101,+,0.142
966,21:98,24:101,+,0.135
967,21:98,24:101,+,0.117
968,21:98,24:101,+,0.129
969,21:98,24:101,+,0.133
970,21:98,24:101,+,0.125
971,8:48,17:57,+,0.24
972,8:48,24:101,+,0.066
973,8:48,24:101,+,0.104
974,8:48,24:101,+,0.093
975,8:48,24:101,+,0.092
976,8:48,24:101,+,0.093
977,8:48,24:101,+,0.119
978,8:48,24:101,+,0.083
979,8:48,17:57,+,0.081
980,8:48,24:101,+,0.061
981,8:48,24:101,+,0.129
982,8:48,24:101,+,0.121
983,8:48,24:101,+,0.081
984,8:48,24:101,+,0.086
985,8:48,24:101,+,0.074
986,8:48,24:101,+,0.074
987,8:48,24:101,+,0.082
988,8:48,24:101,+,0.12
989,8:48,24:101,+,0.096
990,23:100,24:101,+,0.159
991,23:100,24:101,+,0.143
992,23:100,24:101,+,0.126
993,23:100,24:101,+,0.118
994,23:100,24:101,+,0.11
995,23:100,24:101,+,0.158
996,23:100,24:101,+,0.143
997,23:100,24:101,+,0.129
998,23:100,24:101,+,0.142
999,23:100,24:101,+,0.127
1000,23:100,24:101,+,0.115
1001,23:100,24:101,+,0.094
1002,23:100,24:101,+,0.142
1003,23:100,24:101,+,0.134
1004,23:100,24:101,+,0.137
1005,23:100,24:101,+,0.139
1006,23:100,24:101,+,0.117
1007,23:100,24:101,+,0.175
1008,23:100,24:101,+,0.131
1009,23:100,24:101,+,0.115
1010,23:100,24:101,+,0.145
1011,23:100,24:101,+,0.118
1012,23:100,24:101,+,0.131
1013,23:100,24:101,+,0.138
1014,23:100,24:101,+,0.144
1015,23:100,24:101,+,0.128
1016,23:100,24:101,+,0.071
1017,23:100,24:101,+,0.141
1018,23:100,24:101,+,0.144
1019,23:100,24:101,+,0.16
1020,23:100,24:101,+,0.125
1021,23:100,24:101,+,0.129
1022,23:100,24:101,+,0.133
1023,23:100,24:101,+,0.145
1024,23:100,24:101,+,0.119
1025,23:100,24:101,+,0.096
1026,23:100,24:101,+,0.13
1027,23:100,24:101,+,0.133
1028,23:100,24:101,+,0.127
1029,23:100,24:101,+,0.073
1030,23:100,24:101,+,0.097
1031,23:100,24:101,+,0.113
1032,23:100,24:101,+,0.079
1033,23:100,24:101,+,0.153
1034,23:100,24:101,+,0.152
1035,23:100,24:101,+,0.118
1036,23:100,24:101,+,0.146
1037,23:100,24:101,+,0.152
1038,23:100,24:101,+,0.141
1039,23:100,24:101,+,0.119
1040,23:100,24:101,+,0.156
1041,23:100,24:101,+,0.124
1042,23:100,24:101,+,0.119
1043,23:100,24:101,+,0.074
1044,23:100,24:101,+,0.14
1045,23:100,24:101,+,0.144
1046,23:100,24:101,+,0.126
1047,23:100,24:101,+,0.126
1048,23:100,24:101,+,0.112
1049,23:100,24:101,+,0.115
1050,23:100,24:101,+,0.14
1051,23:100,24:101,+,0.093
1052,23:100,24:101,+,0.112
1053,23:100,24:101,+,0.13
1054,23:100,24:101,+,0.123
1055,23:100,24:101,+,0.125
1056,23:100,24:101,+,0.089
1057,23:100,24:101,+,0.115
1058,23:100,24:101,+,0.121
1059,23:100,24:101,+,0.137
1060,23:100,24:101,+,0.154
1061,23:100,24:101,+,0.141
1062,23:100,24:101,+,0.127
1063,23:100,24:101,+,0.109
1064,23:100,24:101,+,0.127
1065,23:100,24:101,+,0.152
1066,23:100,24:101,+,0.139
1067,23:100,24:101,+,0.143
1068,23:100,24:101,+,0.12
1069,23:100,24:101,+,0.133
1070,23:100,24:101,+,0.116
1071,23:100,24:101,+,0.116
1072,23:100,24:101,+,0.174
1073,23:100,24:101,+,0.144
1074,23:100,24:101,+,0.136
1075,23:100,24:101,+,0.123
1076,23:100,24:101,+,0.141
1077,23:100,24:101,+,0.129
1078,23:100,24:101,+,0.144
1079,35:112,24:101,+,0.134
1080,35:112,24:101,+,0.092
1081,35:112,24:101,+,0.112
1082,35:112,24:101,+,0.095
1083,35:112,24:101,+,0.088
1084,35:112,24:101,+,0.14
1085,35:112,24:101,+,0.139
1086,35:112,24:101,+,0.134
1087,35:112,24:101,+,0.117
1088,35:112,24:101,+,0.099
1089,35:112,24:101,+,0.122
1090,35:112,24:101,+,0.134
1091,35:112,24:101,+,0.103
1092,35:112,24:101,+,0.088
1093,35:112,24:101,+,0.08
1094,35:112,24:101,+,0.145
1095,35:112,24:101,+,0.135
1096,35:112,24:101,+,0.114
1097,35:112,24:101,+,0.091
1098,35:112,24:101,+,0.13
1099,35:112,24:101,+,0.123
1100,35:112,24:101,+,0.112
1101,35:112,24:101,+,0.081
1102,35:112,24:101,+,0.126
1103,35:112,24:101,+,0.124
1104,35:112,24:101,+,0.119
1105,35:112,24:101,+,0.145
1106,35:112,24:101,+,0.133
1107,35:112,20:97,+,0.114
1108,35:112,14:54,+,0.088
1109,35:112,24:101,+,0.145
1110,35:112,24:101,+,0.102
1111,35:112,24:101,+,0.118
1112,35:112,24:101,+,0.066
1113,35:112,24:101,+,0.126
1114,35:112,24:101,+,0.133
1115,35:112,24:101,+,0.104
1116,35:112,24:101,+,0.128
1117,40:117,24:101,+,0.102
1118,40:117,24:101,+,0.118
1119,40:117,24:101,+,0.12
1120,40:117,24:101,+,0.143
1121,40:117,24:101,+,0.126
1122,40:117,24:101,+,0.13
1123,40:117,24:101,+,0.131
1124,40:117,24:101,+,0.13
1125,40:117,24:101,+,0.117
1126,40:117,24:101,+,0.117
1127,40:117,24:101,+,0.099
1128,40:117,24:101,+,0.134
1129,40:117,24:101,+,0.124
1130,40:117,24:101,+,0.143
1131,40:117,24:101,+,0.127
1132,40:117,24:101,+,0.156
1133,40:117,24:101,+,0.127
1134,40:117,24:101,+,0.159
1135,40:117,24:101,+,0.104
1136,40:117,24:101,+,0.138
1137,40:117,24:101,+,0.144
1138,40:117,24:101,+,0.114
1139,40:117,24:101,+,0.126
1140,40:117,24:101,+,0.137
1141,40:117,24:101,+,0.138
1142,40:117,24:101,+,0.094
1143,40:117,24:101,+,0.135
1144,40:117,24:101,+,0.116
1145,40:117,24:101,+,0.122
1146,40:117,24:101,+,0.133
1147,40:117,24:101,+,0.124
1148,40:117,24:101,+,0.127
1149,40:117,24:101,+,0.131
1150,40:117,24:101,+,0.141
1151,40:117,24:101,+,0.11
1152,40:117,24:101,+,0.132
1153,40:117,24:101,+,0.148
1154,40:117,24:101,+,0.121
1155,40:117,24:101,+,0.136
1156,40:117,24:101,+,0.101
1157,40:117,24:101,+,0.135
1158,40:117,24:101,+,0.147
1159,40:117,24:101,+,0.124
1160,40:117,24:101,+,0.087
1161,40:117,24:101,+,0.14
1162,40:117,24:101,+,0.117
1163,40:117,24:101,+,0.135
1164,40:117,24:101,+,0.111
1165,40:117,24:101,+,0.138
1166,40:117,24:101,+,0.126
1167,40:117,24:101,+,0.098
1168,40:117,24:101,+,0.144
1169,40:117,24:101,+,0.104
1170,40:117,24:101,+,0.127
1171,40:117,24:101,+,0.113
1172,40:117,24:101,+,0.157
1173,40:117,24:101,+,0.138
1174,40:117,24:101,+,0.129
1175,40:117,24:101,+,0.151
1176,40:117,24:101,+,0.113
1177,40:117,24:101,+,0.142
1178,40:117,24:101,+,0.15
1179,40:117,24:101,+,0.113
1180,40:117,24:101,+,0.113
1181,40:117,24:101,+,0.134
1182,40:117,24:101,+,0.15
1183,40:117,24:101,+,0.098
1184,40:117,24:101,+,0.188
1185,40:117,24:101,+,0.135
1186,32:109,24:101,+,0.106
1187,32:109,24:101,+,0.147
1188,32:109,24:101,+,0.122
1189,32:109,24:101,+,0.153
1190,32:109,24:101,+,0.136
1191,32:109,24:101,+,0.126
1192,32:109,24:101,+,0.142
1193,32:109,24:101,+,0.147
1194,32:109,24:101,+,0.122
1195,32:109,24:101,+,0.129
1196,32:109,24:101,+,0.149
1197,32:109,24:101,+,0.115
1198,32:109,24:101,+,0.14
1199,32:109,24:101,+,0.098
1200,32:109,24:101,+,0.078
1201,32:109,24:101,+,0.134
1202,32:109,24:101,+,0.123
1203,32:109,24:101,+,0.083
1204,32:109,24:101,+,0.101
1205,32:109,24:101,+,0.109
1206,32:109,24:101,+,0.143
1207,32:109,24:101,+,0.158
1208,32:109,24:101,+,0.119
1209,32:109,24:101,+,0.157
1210,32:109,24:101,+,0.098
1211,32:109,24:101,+,0.097
1212,32:109,24:101,+,0.136
1213,32:109,24:101,+,0.111
1214,32:109,24:101,+,0.128
1215,32:109,24:101,+,0.115
1216,32:109,24:101,+,0.124
1217,32:109,24:101,+,0.097
1218,32:109,24:101,+,0.092
1219,32:109,24:101,+,0.137
1220,32:109,24:101,+,0.104
1221,32:109,24:101,+,0.106
1222,32:109,24:101,+,0.122
1223,32:109,24:101,+,0.168
1224,32:109,24:101,+,0.141
1225,32:109,24:101,+,0.143
1226,32:109,24:101,+,0.12
1227,32:109,24:101,+,0.148
1228,32:109,24:101,+,0.103
1229,32:109,24:101,+,0.133
1230,32:109,24:101,+,0.128
1231,32:109,24:101,+,0.107
1232,32:109,24:101,+,0.127
1233,32:109,24:101,+,0.124
1234,32:109,18:60,+,0.101
1235,32:109,24:101,+,0.15
1236,32:109,24:101,+,0.145
1237,32:109,24:101,+,0.125
1238,32:109,24:101,+,0.114
1239,32:109,24:101,+,0.126
1240,34:111,24:101,+,0.101
1241,34:111,24:101,+,0.146
1242,34:111,24:101,+,0.14
1243,34:111,24:101,+,0.105
1244,34:111,24:101,+,0.108
1245,34:111,24:101,+,0.13
1246,34:111,24:101,+,0.118
1247,34:111,24:101,+,0.133
1248,34:111,24:101,+,0.144
1249,34:111,4:43,+,0.081
1250,34:111,24:101,+,0.094
1251,34:111,24:101,+,0.145
1252,34:111,24:101,+,0.144
1253,34:111,24:101,+,0.119
1254,34:111,24:101,+,0.128
1255,34:111,24:101,+,0.121
1256,34:111,20:97,+,0.132
1257,34:111,24:101,+,0.083
1258,34:111,24:101,+,0.121
1259,34:111,24:101,+,0.136
1260,34:111,24:101,+,0.133
1261,34:111,24:101,+,0.108
1262,34:111,24:101,+,0.121
1263,34:111,24:101,+,0.16
1264,34:111,24:101,+,0.098
1265,34:111,24:101,+,0.15
1266,34:111,24:101,+,0.123
1267,34:111,24:101,+,0.136
1268,34:111,24:101,+,0.115
1269,34:111,24:101,+,0.11
1270,34:111,24:101,+,0.124
1271,34:111,24:101,+,0.143
1272,34:111,24:101,+,0.131
1273,34:111,24:101,+,0.135
1274,34:111,24:101,+,0.133
1275,34:111,24:101,+,0.132
1276,34:111,24:101,+,0.11
1277,34:111,24:101,+,0.134
1278,34:111,24:101,+,0.072
1279,34:111,24:101,+,0.133
1280,34:111,24:101,+,0.149
1281,34:111,24:101,+,0.146
1282,34:111,24:101,+,0.137
1283,34:111,24:101,+,0.123
1284,34:111,24:101,+,0.165
1285,34:111,24:101,+,0.109
1286,34:111,24:101,+,0.158
1287,34:111,24:101,+,0.122
1288,34:111,24:101,+,0.116
1289,34:111,24:101,+,0.108
1290,34:111,24:101,+,0.13
1291,34:111,24:101,+,0.139
1292,34:111,24:101,+,0.145
1293,34:111,24:101,+,0.118
1294,34:111,24:101,+,0.139
1295,34:111,24:101,+,0.154
1296,34:111,24:101,+,0.13
1297,34:111,24:101,+,0.128
1298,34:111,24:101,+,0.142
1299,34:111,24:101,+,0.121
1300,34:111,24:101,+,0.124
1301,34:111,24:101,+,0.139
1302,34:111,24:101,+,0.096
1303,34:111,24:101,+,0.147
1304,34:111,24:101,+,0.133
1305,34:111,24:101,+,0.134
1306,34:111,24:101,+,0.124
1307,34:111,24:101,+,0.093
1308,34:111,24:101,+,0.133
1309,34:111,24:101,+,0.142
1310,34:111,24:101,+,0.135
1311,34:111,24:101,+,0.117
1312,34:111,24:101,+,0.116
1313,34:111,24:101,+,0.142
1314,34:111,24:101,+,0.132
1315,34:111,24:101,+,0.131
1316,34:111,24:101,+,0.11
1317,34:111,24:101,+,0.105
1318,34:111,24:101,+,0.119
1319,34:111,24:101,+,0.095
1320,34:111,24:101,+,0.098
1321,34:111,24:101,+,0.143
1322,34:111,24:101,+,0.125
1323,34:111,24:101,+,0.122
1324,34:111,24:101,+,0.135
1325,34:111,24:101,+,0.139
1326,34:111,24:101,+,0.114
1327,34:111,24:101,+,0.14
1328,34:111,24:101,+,0.136
1329,34:111,24:101,+,0.126
1330,34:111,24:101,+,0.167
1331,34:111,24:101,+,0.115
1332,34:111,24:101,+,0.111
1333,34:111,24:101,+,0.162
1334,34:111,24:101,+,0.128
1335,34:111,24:101,+,0.127
1336,34:111,24:101,+,0.099
1337,34:111,24:101,+,0.103
1338,34:111,24:101,+,0.131
1339,34:111,24:101,+,0.128
1340,34:111,24:101,+,0.112
1341,34:111,24:101,+,0.129
1342,34:111,24:101,+,0.116
1343,34:111,24:101,+,0.134
1344,34:111,24:101,+,0.136
1345,34:111,24:101,+,0.148
1346,34:111,24:101,+,0.097
1347,34:111,24:101,+,0.131
1348,34:111,24:101,+,0.13
1349,34:111,24:101,+,0.141
1350,34:111,24:101,+,0.122
1351,34:111,24:101,+,0.118
1352,34:111,24:101,+,0.121
1353,34:111,24:101,+,0.142
1354,34:111,24:101,+,0.145
1355,34:111,24:101,+,0.095
1356,34:111,24:101,+,0.164
1357,34:111,24:101,+,0.17
1358,34:111,24:101,+,0.151
1359,34:111,24:101,+,0.111
1360,34:111,24:101,+,0.077
1361,34:111,24:101,+,0.108
1362,34:111,24:101,+,0.115
1363,34:111,24:101,+,0.113
1364,34:111,24:101,+,0.161
1365,34:111,24:101,+,0.124
1366,34:111,24:101,+,0.16
1367,34:111,24:101,+,0.147
1368,34:111,24:101,+,0.14
1369,34:111,24:101,+,0.133
1370,34:111,24:101,+,0.123
1371,34:111,24:101,+,0.135
1372,34:111,24:101,+,0.141
1373,34:111,24:101,+,0.154
1374,34:111,24:101,+,0.126
1375,34:111,24:101,+,0.105
1376,34:111,24:101,+,0.122
1377,34:111,24:101,+,0.115
1378,34:111,24:101,+,0.129
1379,34:111,24:101,+,0.131
1380,34:111,24:101,+,0.111
1381,34:111,20:97,+,0.079
1382,34:111,24:101,+,0.127
1383,34:111,24:101,+,0.109
1384,34:111,24:101,+,0.153
1385,34:111,24:101,+,0.112
1386,34:111,24:101,+,0.14
1387,34:111,24:101,+,0.116
1388,34:111,24:101,+,0.132
1389,34:111,24:101,+,0.138
1390,34:111,24:101,+,0.119
1391,34:111,24:101,+,0.149
1392,34:111,24:101,+,0.125
1393,34:111,24:101,+,0.13
1394,34:111,24:101,+,0.134
1395,34:111,24:101,+,0.145
1396,34:111,24:101,+,0.113
1397,37:114,24:101,+,0.141
1398,37:114,24:101,+,0.081
1399,37:114,24:101,+,0.114
1400,37:114,24:101,+,0.137
1401,37:114,24:101,+,0.137
1402,37:114,24:101,+,0.165
1403,37:114,24:101,+,0.092
1404,37:114,24:101,+,0.129
1405,37:114,24:101,+,0.138
1406,37:114,24:101,+,0.122
1407,37:114,24:101,+,0.104
1408,37:114,24:101,+,0.158
1409,37:114,24:101,+,0.148
1410,37:114,24:101,+,0.093
1411,37:114,24:101,+,0.113
1412,37:114,24:101,+,0.118
1413,37:114,24:101,+,0.149
1414,37:114,24:101,+,0.177
1415,37:114,24:101,+,0.133
1416,37:114,24:101,+,0.163
1417,37:114,24:101,+,0.149
1418,37:114,24:101,+,0.131
1419,37:114,24:101,+,0.104
1420,37:114,24:101,+,0.148
1421,37:114,24:101,+,0.13
1422,37:114,24:101,+,0.137
1423,37:114,24:101,+,0.115
1424,37:114,24:101,+,0.107
1425,37:114,24:101,+,0.144
1426,37:114,24:101,+,0.121
1427,37:114,24:101,+,0.14
1428,37:114,24:101,+,0.101
1429,37:114,24:101,+,0.089
1430,37:114,24:101,+,0.118
1431,37:114,24:101,+,0.131
1432,37:114,24:101,+,0.13
1433,37:114,24:101,+,0.136
1434,37:114,24:101,+,0.145
1435,37:114,24:101,+,0.093
1436,37:114,24:101,+,0.09
1437,37:114,24:101,+,0.13
1438,37:114,24:101,+,0.076
1439,37:114,24:101,+,0.126
1440,37:114,24:101,+,0.124
1441,37:114,24:101,+,0.132
1442,37:114,24:101,+,0.116
1443,37:114,24:101,+,0.134
1444,37:114,24:101,+,0.132
1445,37:114,24:101,+,0.143
1446,37:114,24:101,+,0.096
1447,37:114,24:101,+,0.127
1448,37:114,24:101,+,0.134
1449,37:114,24:101,+,0.161
1450,37:114,24:101,+,0.107
1451,37:114,24:101,+,0.167
1452,37:114,24:101,+,0.11
1453,37:114,24:101,+,0.128
1454,37:114,24:101,+,0.127
1455,37:114,24:101,+,0.117
1456,37:114,24:101,+,0.095
1457,37:114,24:101,+,0.119
1458,37:114,24:101,+,0.144
1459,37:114,24:101,+,0.147
1460,37:114,24:101,+,0.146
1461,37:114,24:101,+,0.185
1462,37:114,24:101,+,0.146
1463,37:114,20:97,+,0.095
1464,37:114,24:101,+,0.109
1465,37:114,24:101,+,0.143
1466,37:114,24:101,+,0.101
1467,37:114,24:101,+,0.111
1468,37:114,24:101,+,0.066
1469,37:114,24:101,+,0.141
1470,37:114,24:101,+,0.131
1471,37:114,24:101,+,0.124
1472,37:114,24:101,+,0.106
1473,37:114,24:101,+,0.11
1474,37:114,24:101,+,0.182
1475,37:114,24:101,+,0.156
1476,37:114,24:101,+,0.104
1477,37:114,24:101,+,0.133
1478,37:114,24:101,+,0.091
1479,37:114,24:101,+,0.109
1480,37:114,24:101,+,0.107
1481,37:114,24:101,+,0.13
1482,37:114,24:101,+,0.127
1483,37:114,24:101,+,0.132
1484,37:114,20:97,+,0.078
1485,37:114,24:101,+,0.133
1486,37:114,24:101,+,0.101
1487,37:114,24:101,+,0.083
1488,37:114,17:57,+,0.088
1489,37:114,24:101,+,0.143
1490,37:114,24:101,+,0.124
1491,37:114,24:101,+,0.129
1492,37:114,24:101,+,0.118
1493,37:114,24:101,+,0.148
1494,37:114,24:101,+,0.114
1495,37:114,24:101,+,0.132
1496,37:114,24:101,+,0.095
1497,37:114,24:101,+,0.136
1498,37:114,24:101,+,0.134
1499,37:114,24:101,+,0.123
1500,37:114,24:101,+,0.138
1501,37:114,24:101,+,0.078
1502,37:114,24:101,+,0.113
1503,37:114,24:101,+,0.132
1504,37:114,24:101,+,0.121
1505,37:114,24:101,+,0.117
1506,37:114,24:101,+,0.117
1507,37:114,24:101,+,0.143
1508,37:114,24:101,+,0.141
1509,37:114,24:101,+,0.154
1510,37:114,24:101,+,0.121
1511,37:114,24:101,+,0.108
1512,37:114,24:101,+,0.126
1513,37:114,24:101,+,0.125
1514,37:114,24:101,+,0.133
1515,37:114,24:101,+,0.137
1516,37:114,24:101,+,0.123
1517,37:114,24:101,+,0.133
1518,37:114,24:101,+,0.109
1519,37:114,24:101,+,0.096
1520,37:114,24:101,+,0.118
1521,37:114,24:101,+,0.158
1522,37:114,24:101,+,0.078
1523,37:114,24:101,+,0.141
1524,37:114,24:101,+,0.092
1525,37:114,24:101,+,0.143
1526,37:114,24:101,+,0.104
1527,37:114,24:101,+,0.131
1528,37:114,24:101,+,0.105
1529,30:107,24:101,+,0.074
1530,30:107,24:101,+,0.103
1531,30:107,24:101,+,0.096
1532,30:107,24:101,+,0.131
1533,30:107,20:97,+,0.121
1534,30:107,24:101,+,0.103
1535,30:107,24:101,+,0.065
1536,30:107,24:101,+,0.145
1537,30:107,24:101,+,0.131
1538,27:104,24:101,+,0.151
1539,27:104,24:101,+,0.142
1540,27:104,24:101,+,0.1
1541,27:104,24:101,+,0.12
1542,27:104,24:101,+,0.13
1543,27:104,24:101,+,0.119
1544,27:104,24:101,+,0.111
1545,27:104,24:101,+,0.131
1546,27:104,24:101,+,0.127
1547,27:104,24:101,+,0.14
1548,27:104,24:101,+,0.144
1549,27:104,24:101,+,0.122
1550,27:104,24:101,+,0.146
1551,27:104,20:97,+,0.127
1552,27:104,24:101,+,0.118
1553,27:104,24:101,+,0.128
1554,27:104,24:101,+,0.124
1555,27:104,24:101,+,0.147
1556,27:104,24:101,+,0.151
1557,27:104,24:101,+,0.124
1558,27:104,24:101,+,0.106
1559,27:104,24:101,+,0.102
1560,27:104,24:101,+,0.106
1561,27:104,24:101,+,0.145
1562,27:104,24:101,+,0.118
1563,27:104,24:101,+,0.118
1564,11:51,24:101,+,0.133
1565,11:51,24:101,+,0.12
1566,11:51,24:101,+,0.088
1567,11:51,24:101,+,0.111
1568,11:51,24:101,+,0.079
1569,11:51,24:101,+,0.078
1570,11:51,12:52,+,0.111
1571,11:51,24:101,+,0.092
1572,11:51,17:57,+,0.118
1573,11:51,24:101,+,0.119
1574,11:51,24:101,+,0.102
1575,11:51,24:101,+,0.103
1576,11:51,13:53,+,0.123
1577,11:51,24:101,+,0.118
1578,11:51,24:101,+,0.1
1579,11:51,24:101,+,0.138
1580,11:51,24:101,+,0.111
1581,17:57,24:101,+,0.122
1582,17:57,24:101,+,0.112
1583,17:57,24:101,+,0.08
1584,17:57,24:101,+,0.111
1585,17:57,24:101,+,0.108
1586,17:57,24:101,+,0.078
1587,17:57,24:101,+,0.119
1588,17:57,24:101,+,0.093
1589,17:57,24:101,+,0.087
1590,17:57,24:101,+,0.106
1591,17:57,24:101,+,0.068
1592,17:57,24:101,+,0.132
1593,17:57,24:101,+,0.128
1594,17:57,17:57,,0.079
1595,17:57,24:101,+,0.122
1596,17:57,24:101,+,0.083
1597,17:57,24:101,+,0.129
1598,17:57,17:57,,0.145
1599,17:57,24:101,+,0.111
1600,33:110,24:101,+,0.102
1601,33:110,24:101,+,0.131
1602,33:110,24:101,+,0.11
1603,33:110,24:101,+,0.132
1604,33:110,24:101,+,0.133
1605,33:110,24:101,+,0.125
1606,33:110,24:101,+,0.122
1607,33:110,24:101,+,0.14
1608,33:110,24:101,+,0.11
1609,33:110,24:101,+,0.122
1610,33:110,24:101,+,0.146
1611,33:110,24:101,+,0.149
1612,33:110,24:101,+,0.12
1613,33:110,24:101,+,0.131
1614,33:110,24:101,+,0.147
1615,33:110,24:101,+,0.12
1616,33:110,24:101,+,0.091
1617,33:110,24:101,+,0.127
1618,33:110,24:101,+,0.13
1619,33:110,24:101,+,0.117
1620,33:110,24:101,+,0.122
1621,33:110,24:101,+,0.12
1622,33:110,24:101,+,0.133
1623,33:110,24:101,+,0.13
1624,33:110,24:101,+,0.118
1625,33:110,24:101,+,0.148
1626,33:110,24:101,+,0.138
1627,33:110,24:101,+,0.114
1628,33:110,24:101,+,0.155
1629,33:110,24:101,+,0.148
1630,33:110,24:101,+,0.156
1631,33:110,24:101,+,0.116
1632,33:110,24:101,+,0.176
1633,33:110,24:101,+,0.148
1634,33:110,24:101,+,0.122
1635,33:110,24:101,+,0.111
1636,33:110,24:101,+,0.123
1637,33:110,24:101,+,0.12
1638,33:110,24:101,+,0.122
1639,33:110,24:101,+,0.1
1640,33:110,24:101,+,0.151
1641,33:110,24:101,+,0.125
1642,33:110,24:101,+,0.137
1643,33:110,24:101,+,0.147
1644,33:110,24:101,+,0.114
1645,33:110,24:101,+,0.134
1646,33:110,24:101,+,0.06
1647,33:110,24:101,+,0.129
1648,33:110,20:97,+,0.108
1649,33:110,24:101,+,0.131
1650,33:110,24:101,+,0.145
1651,33:110,24:101,+,0.149
1652,33:110,24:101,+,0.169
1653,33:110,24:101,+,0.137
1654,33:110,20:97,+,0.12
1655,33:110,24:101,+,0.099
1656,33:110,24:101,+,0.127
1657,33:110,24:101,+,0.127
1658,33:110,24:101,+,0.135
1659,33:110,24:101,+,0.128
1660,33:110,24:101,+,0.148
1661,33:110,24:101,+,0.14
1662,33:110,24:101,+,0.137
1663,33:110,24:101,+,0.141
1664,33:110,24:101,+,0.134
1665,33:110,24:101,+,0.139
1666,33:110,24:101,+,0.101
1667,33:110,24:101,+,0.128
1668,33:110,24:101,+,0.131
1669,33:110,24:101,+,0.138
1670,33:110,24:101,+,0.149
1671,33:110,24:101,+,0.127
1672,33:110,24:101,+,0.143
1673,33:110,24:101,+,0.14
1674,33:110,24:101,+,0.148
1675,33:110,24:101,+,0.099
1676,33:110,24:101,+,0.13
1677,33:110,24:101,+,0.13
1678,33:110,24:101,+,0.145
1679,33:110,24:101,+,0.144
1680,33:110,24:101,+,0.131
1681,33:110,24:101,+,0.124
1682,33:110,24:101,+,0.117
1683,33:110,24:101,+,0.126
1684,33:110,24:101,+,0.126
1685,33:110,24:101,+,0.121
1686,33:110,24:101,+,0.139
1687,33:110,24:101,+,0.136
1688,33:110,24:101,+,0.145
1689,33:110,24:101,+,0.119
1690,33:110,24:101,+,0.128
1691,33:110,24:101,+,0.159
